Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,Distance_from_land contribution,Maximum_depth contribution,Mean_depth contribution,Minimum_depth contribution,Net_Primary_Production contribution,Sea-bottom_dissolved_oxygen contribution,Sea-bottom_salinity contribution,Sea-bottom_temperature contribution,Sea-surface_salinity contribution,Sea-surface_temperature contribution,Sea_Ice_Concentration contribution,Distance_from_land permutation importance,Maximum_depth permutation importance,Mean_depth permutation importance,Minimum_depth permutation importance,Net_Primary_Production permutation importance,Sea-bottom_dissolved_oxygen permutation importance,Sea-bottom_salinity permutation importance,Sea-bottom_temperature permutation importance,Sea-surface_salinity permutation importance,Sea-surface_temperature permutation importance,Sea_Ice_Concentration permutation importance,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Abudefduf_saxatilis,390,2.5555,2.6937,1000,0.9750,10368,1.1458,0.4124,1.0885,10.7022,0.1022,1.9573,21.8613,41.9027,3.2690,16.5653,0.9932,11.4559,0.0620,0.9213,6.6254,0.2639,2.2106,2.0344,4.3459,0.3570,71.7235,0.0000,6.6914,0.0367,1.0000,0.0081,0.1999,0.0000,5.0000,0.0770,0.0869,0.0179,10.0000,0.1972,0.0597,0.0667,2.2667,0.0253,0.1310,0.0000,15.1128,0.3122,0.0482,0.1000,9.5025,0.1823,0.0614,0.0615,5.9737,0.0973,0.0789,0.0205,2.2667,0.0253,0.1310,0.0000,6.1667,0.1030,0.0776,0.0308
