X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-39.25,-14.25,train,0.0017979058345084266,49.53521853848183,0.5915287933775449
-38.25,-16.25,train,6.146616236483946E-4,16.05597708885011,0.33114366078789326
-39.25,-16.75,train,0.0019725987823191664,58.01360082312535,0.61372993820191
-38.75,-17.75,train,0.0013708937968637913,32.58672764432594,0.5247620525179838
-39.25,-17.25,train,0.0016325361822245,43.031269722858184,0.5680258348233396
-39.25,-17.75,train,0.001831716776406643,51.04665409764586,0.5960226911484452
-38.75,-18.25,train,0.001138089561114626,25.504131534554368,0.4782680515531533
-39.25,-18.25,train,0.0014846280160409923,36.582836879495716,0.5445888871851304
-29.25,-20.25,train,1.500546006230169E-4,6.374317472740126,0.10783106879872217
-29.25,-20.75,train,1.467392518954261E-4,6.279897705334679,0.10570044474294787
-29.75,-20.75,train,3.1664814769797516E-4,10.232295431007119,0.20321866837108493
-40.25,-20.25,train,0.00196336525721507,57.42238154564402,0.6126170627303835
-40.25,-20.75,train,0.0025181311972617974,80.87833091808588,0.6697784980148892
-40.75,-20.75,train,0.0016549173518953877,44.3464254137614,0.5713637626101126
-41.75,-22.75,train,0.0029219344606317126,90.74273956436333,0.7018059005090983
-42.25,-22.75,train,0.001773590632756566,48.64131039860738,0.5882346949211076
-43.25,-22.75,train,0.0018614388298326256,52.65232727145062,0.5998922393130947
-44.25,-22.75,train,0.0018111277658032952,49.89734970253525,0.5932980064710051
-44.25,-23.25,train,0.003022814426489446,92.83615210612106,0.708860186631322
-42.25,-23.25,train,0.0018347076226699034,51.35712489759929,0.5964154564252439
-43.25,-23.25,train,0.0019564654969573053,57.12935995848247,0.6117812702256831
-44.75,-23.25,train,0.002765255464812079,88.16565402374094,0.6901454535677544
-45.25,-23.25,train,0.0017206053320750943,46.54612821065949,0.5808691949072958
-45.25,-23.75,train,0.003117375660434894,95.29109934912793,0.7151761354778808
-46.25,-23.75,train,0.001540466708316831,38.55171755945111,0.5537296903292531
-46.25,-24.25,train,0.0023072663582219912,69.052496539841,0.6501570936161336
-46.25,-24.75,train,0.001827078694184658,50.807858748778386,0.595412092536697
-48.75,-25.75,train,9.610165466483407E-4,21.507394394149873,0.4363233241407965
-48.75,-26.75,train,0.001623227440824091,42.38015052380958,0.5666221715785997
-48.25,-27.25,train,0.0019541423647321423,57.030700314324925,0.6114990487885046
-48.25,-27.75,train,0.001941988966609283,56.64038361623062,0.6100159017483581
-48.75,-27.75,train,0.0012866003173858946,29.61659694950533,0.5089164793734322
-54.25,-34.75,train,2.5488708340228467E-4,9.022208808026564,0.1703331132103569
-1.75,4.75,train,9.559284909066851E-4,21.317260091203106,0.4350181636747321
-6.25,4.75,train,8.433853196448434E-4,19.957509480793533,0.40452039800895156
-10.25,5.75,train,6.259449431761332E-4,16.37569435772792,0.3351849328385647
-13.25,8.25,train,0.0010425183660293614,23.447264213022134,0.45643714771784416
-13.75,9.25,train,0.0010226227207619024,22.81668169548923,0.45166070397159297
-13.75,9.75,train,6.370870023742325E-4,16.555313834297245,0.3391279728513545
-29.25,0.75,train,2.452142006813717E-4,8.800883177376482,0.1649351817538387
-51.75,4.75,train,0.0021229226478844177,63.55884242077296,0.6309885676625444
-52.75,5.25,train,5.951827101031752E-4,15.74308350803057,0.3240501777433401
-55.25,6.25,train,0.0012498348443532726,28.37444304647944,0.5016694413865074
-57.75,6.75,train,0.0013777387902664119,33.27355064018503,0.5260040088135831
-77.25,8.75,train,0.0022388371441130275,67.45858989803313,0.6432786331217177
-77.75,8.75,train,0.0017404385573266672,47.41173093887166,0.5836568679163876
-75.75,9.25,train,5.709744900309589E-4,15.254677331951063,0.3150219718010316
-75.75,9.75,train,2.7566372555395784E-4,9.47601459754701,0.1816947771445527
-76.25,9.25,train,0.0012364237164186266,28.166515738346785,0.4989723727515691
-78.75,9.75,train,0.0015978305699880554,41.02792958630655,0.562745773095007
-79.75,9.25,train,0.001078204872983732,24.502187256427103,0.4647992982826077
-79.25,9.75,train,0.0018179014064551523,50.26081045433224,0.5941984565657573
-79.75,9.75,train,0.0019022878063846413,54.909091067350246,0.6050910337887739
-80.25,9.25,train,0.0017044312915191356,46.032321242772724,0.5785680548033832
-82.25,9.25,train,5.311681578935601E-4,14.51574088653464,0.2996405205332267
-82.75,9.75,train,0.002111229312320772,63.13471459953225,0.6297015704583468
-16.25,11.25,train,0.0012209088633763937,27.756633314568184,0.4958155786096715
-16.75,13.25,train,0.0012613973470609143,28.75189878206043,0.5039715375642476
-17.25,14.75,train,7.87501111056674E-4,18.798656573673853,0.388119403816937
-16.25,18.75,train,0.001548670914399796,38.87898783636951,0.5550418937861578
-22.75,16.25,train,0.0036187862773532017,99.54341385703373,0.7445598417503964
-25.25,15.25,train,1.8545941281489646E-4,7.356075225768795,0.129966742466485
-25.25,16.75,train,0.002410992544409228,75.20907018356762,0.6600921464418396
-59.25,13.25,train,0.002031518401295323,59.815470621074255,0.6206833882721036
-59.75,13.25,train,0.0018617290794960396,52.83797004596852,0.5999296617920323
-60.25,10.75,train,4.7499139604756727E-4,13.295557335223622,0.2767196079937431
-61.25,10.75,train,0.0016214738535931079,42.133835945106775,0.5663567268063593
-61.75,10.75,train,0.001947664591226783,56.835324107412674,0.6107099367608853
-63.75,10.75,train,0.002449112985492882,77.15221355562595,0.6636030481203855
-60.25,11.25,train,0.0018872002123212312,54.52879742870905,0.6031866663771607
-60.75,11.25,train,5.190955547144565E-4,14.169669811559384,0.2948381212838337
-61.25,12.25,train,0.001696236236103589,45.67236356771378,0.5773924425452084
-61.75,12.25,train,0.0013906762075564336,33.735403314701784,0.5283337333360474
-61.25,12.75,train,0.0023295754459040073,70.211990146416,0.6523426089040616
-60.25,13.75,train,4.4202946597979184E-4,12.505277790108334,0.2625585942875029
-60.75,13.75,train,0.002296488491176441,68.59172210788606,0.6490913629780812
-61.25,13.25,train,0.0027020961630124787,87.61663884046061,0.6851829487748589
-60.75,14.25,train,0.0022287146114181016,67.25423861580595,0.642238090411889
-60.75,14.75,train,0.0010681990236578913,24.287115221572424,0.4624807713936267
-61.25,14.25,train,0.0011926512656385637,26.777492678911948,0.4899626375415941
-61.25,14.75,train,0.0011591317505828694,26.08089854695457,0.48284114236025366
-65.25,10.25,train,0.002855896696983456,89.30210726085866,0.696999924043352
-66.25,10.75,train,0.00300916183238961,92.5310020065623,0.7079250856017665
-66.75,11.75,train,0.00134606253099216,31.76946818161207,0.5202015117112995
-68.25,12.25,train,0.0021074329925824305,62.69550570816446,0.6292818056233471
-68.75,12.25,train,0.001859243035146513,52.538223172583855,0.5996089040590059
-69.25,12.25,train,0.0025654889095949314,83.67377444208185,0.6738863290149177
-61.25,15.75,train,0.0022167149685251198,67.01199267940326,0.6409967000720035
-61.75,15.75,train,0.0014289232617669795,34.351914851528065,0.5350891170120229
-63.75,15.75,train,9.631031618990158E-4,21.563712701522377,0.43685682947100735
-61.25,16.25,train,0.0026682123711770987,86.81165068564508,0.682454576618472
-61.75,16.25,train,0.002724818900123365,87.88914629813449,0.6869865040332325
-61.25,16.75,train,0.0025376190072433015,82.39637928378379,0.6714813461519679
-61.75,16.75,train,7.465982304876361E-4,18.334527290310277,0.3755307546885084
-62.25,16.75,train,0.0016594581703716388,44.512442068530135,0.5720346955061039
-61.75,17.25,train,0.001569147736212881,39.50270151743131,0.5582835929161137
-62.75,17.25,train,0.0023906201759449964,73.52756807166595,0.6581856300777054
-63.25,17.75,train,0.0011557200393885764,25.96917511670179,0.48210512961208296
-64.75,17.75,train,0.001573178768164256,39.817224851750986,0.5589161917489412
-63.25,18.25,train,0.002638075161949476,86.27801082336761,0.6799878394815445
-63.25,18.75,train,0.0020177438060326987,59.61239846048954,0.6190802844112447
-64.25,18.25,train,0.0017590483881005266,48.11174462482402,0.5862390734290698
-64.75,18.25,train,0.002149610348558881,64.83996502563501,0.6338926367375671
-66.25,17.75,train,0.0021247686571459886,63.77086094004841,0.6311909267875272
-66.75,17.75,train,0.0013758249852757758,33.04944729045447,0.5256574220599444
-67.25,17.75,train,0.0014522429588836796,34.917656075603254,0.5391138196945692
-65.25,18.25,train,0.002174411150382152,66.35143987079209,0.6365507012675629
-65.75,18.25,train,0.0014638789514463942,35.26686809900934,0.541096105920132
-66.25,18.25,train,0.0015008727097273902,37.0438094980073,0.5472865400071499
-66.75,18.25,train,0.001195369511755631,26.877791721636996,0.49053156323827557
-67.25,18.25,train,0.002128502584291437,64.14145151397021,0.6315995613292612
-67.75,18.25,train,0.0013596443742752275,32.2350368923094,0.5227067576975091
-67.25,18.75,train,0.0029841078115012206,91.93006879822947,0.7061933530949829
-68.75,18.25,train,0.001669386477903473,44.67130356290729,0.5734943701044903
-68.25,18.75,train,0.002528078160636008,81.63571901697078,0.6706498652224916
-69.25,18.25,train,0.0021339170025268363,64.4100317296755,0.6321904999577875
-69.75,18.25,train,0.001997401477914737,59.007772710944565,0.6166878824239383
-72.25,11.75,train,0.0012837292926855678,29.51830498183544,0.5083581523726363
-73.75,11.25,train,0.001410864688509628,34.005132694891245,0.5319238000395091
-74.25,11.25,train,0.0021477817505866424,64.62514714974124,0.6336951140854492
-70.25,12.75,train,0.0026739339350832017,87.0796746213779,0.682918598946552
-71.75,12.25,train,0.00210982641567522,62.923354151420504,0.629546560829215
-75.75,10.25,train,0.0014558716172008658,35.12052892238459,0.5397338263046523
-76.25,10.25,train,8.512157423304088E-4,20.073692721849014,0.40674851723902783
-76.75,11.75,train,1.345985200785518E-4,6.000564320039363,0.09781051490880763
-77.25,12.25,train,1.3464797414894836E-4,6.001681854263254,0.09784293613656334
-78.25,12.25,train,1.584335186105285E-4,6.617560882556327,0.11317083816922162
-70.75,18.25,train,0.0013034009933225992,30.036771937992068,0.5121584450023565
-72.25,18.75,train,0.0014823020477646096,36.298613575014734,0.5441999949821389
-72.75,18.75,train,0.0015988677839889193,41.08887922390137,0.562905443815046
-74.25,18.75,train,0.0019067768065741922,55.09968842418096,0.6056541155106924
-70.75,19.75,train,0.0023651445337724646,71.3874728856689,0.655771225047209
-71.25,19.75,train,0.002255076185680663,67.90876895272334,0.6449353354036174
-79.75,15.75,train,0.0010344364403878847,23.02321838907475,0.4545069520410319
-75.75,17.25,train,0.001345643904789854,31.502684618862517,0.5201238759305613
-76.75,17.75,train,0.002408896859647907,74.96758242949075,0.6598970069778944
-77.75,17.25,train,0.0014685089174049852,35.560502052399634,0.541880124174374
-77.25,17.75,train,0.0022651811984937195,68.1355564614239,0.6459585011507536
-76.25,18.25,train,0.0020907594916124133,61.66250230146876,0.6274268661877415
-77.25,18.25,train,0.0014342486006820574,34.54108805971501,0.5360143880694225
-77.75,18.25,train,0.001311841977154217,30.298540729104374,0.5137711690644247
-77.25,18.75,train,0.003263831588590065,97.85991137925588,0.7244349413431381
-77.75,18.75,train,0.003314600267549077,98.84553546009148,0.7275055549084554
-78.25,18.25,train,0.0017404841622208308,47.585983209475714,0.5836632352135598
-75.25,19.75,train,0.0030754869537164254,94.05015470414361,0.7124124352825948
-79.25,19.25,train,8.740612490528242E-5,4.449060973140232,0.06577216937381308
-79.75,19.75,train,0.0025546480546420453,83.16119998612047,0.672955033508316
-83.25,10.25,train,0.002053256280194778,61.04188631693157,0.6231860004656571
-81.75,12.75,train,0.0022668831368321666,68.3621092896017,0.6461302480610898
-82.25,12.75,train,0.0015839777279726389,40.13316092585877,0.5606020017025776
-81.25,13.25,train,0.002386768638923256,73.04952608548686,0.6578227835414628
-80.25,14.25,train,0.001329269285458443,30.800798191975108,0.5170673051113001
-83.25,14.25,train,0.0019257958920710877,55.867095925154665,0.6080220846688823
-84.25,15.75,train,0.0017916224540040554,49.17658903400937,0.5906826138773057
-84.75,15.75,train,0.0015290065294886867,38.10823659915265,0.5518837076487876
-80.25,19.75,train,0.0023688670570120914,71.86014855941497,0.656126145678003
-80.75,19.75,train,6.005419684698926E-4,15.829555215763165,0.32601677640155374
-81.25,19.25,train,0.0024847370364581133,79.12545396201656,0.6668190993083475
-87.75,15.75,train,0.0014917595580004335,36.88539863186524,0.5457771255386737
-88.25,15.75,train,0.001969516141466439,57.81530136568742,0.6133591129876054
-85.75,16.25,train,0.003215945898391108,96.88272468429936,0.7214745971367205
-86.25,16.25,train,0.0025152248674003464,80.62687347524835,0.6695230285761868
-86.75,16.25,train,0.0020156743738384258,59.41099431129034,0.6188382698809443
-87.75,16.75,train,0.0021613065597047127,65.91756131362648,0.635151023944229
-88.25,16.25,train,0.0024150291814093896,75.45037206833143,0.6604673871013392
-88.25,16.75,train,0.001884930567236371,54.34011921408805,0.6028985996327701
-87.75,17.25,train,0.0024300533661011036,76.66247149291517,0.6618567657190226
-87.75,17.75,train,0.0026117867869890933,85.48759444920336,0.6778046218601986
-88.25,17.25,train,0.0017748830961618633,48.8187778252051,0.5884111276412796
-87.75,18.25,train,0.0020981091506276505,62.08154909024729,0.6282468040390343
-87.25,18.75,train,0.0031156115889276626,94.98040592657746,0.7150608187710757
-87.75,18.75,train,0.0019265741670260136,56.060231875333265,0.6081183781860446
-87.25,19.25,train,0.0025869370591282657,84.70637296324382,0.6757133159813639
-87.25,19.75,train,0.002578683411441258,83.93304989939779,0.6750126856239057
-14.75,25.75,train,8.495707117949886E-4,20.04928471899718,0.40628181418035886
-15.25,28.25,train,0.0017969388834453647,49.35616231908204,0.5913988024394594
-72.75,20.25,train,0.003025943838165038,93.43822667950676,0.7090736851189356
-73.75,20.75,train,0.0030968671315438063,94.66847555251208,0.7138297081142874
-74.25,20.25,train,0.0023273344333104287,69.96016652979246,0.6521243020587628
-71.25,21.25,train,0.001739991266631578,47.40138011521561,0.583594407435774
-71.75,21.25,train,0.0030869305593869668,94.35889563603934,0.7131727630931032
-71.75,21.75,train,0.0025339029980834516,81.88954403799808,0.6711579970981998
-72.25,21.75,train,0.003023271986122288,93.135795159681,0.7088914223716406
-74.25,23.75,train,0.0015167476616511927,37.34635446472884,0.5498920933386663
-74.25,24.25,train,0.0015410697049705914,38.569757910360536,0.5538263987444492
-74.75,24.25,train,0.0029981869997076833,92.22998135695015,0.7071690248759214
-78.25,20.75,train,0.0028181127375622225,88.44752505042496,0.6941798284472951
-75.75,21.25,train,0.0032710158538023612,98.18675206704263,0.7248736600720412
-79.25,21.75,train,0.0016236989017926126,42.542500488653836,0.5666934823532038
-78.25,22.75,train,0.003256871450640636,97.53352397553354,0.7240085728668582
-78.75,22.75,train,0.0032496818174101907,97.2078511276629,0.7235667582353689
-79.25,22.75,train,0.003198576255062396,96.56110554249233,0.7203850057346691
-75.25,23.75,train,0.002012604069391183,59.342968504467805,0.6184786389069119
-75.75,23.75,train,0.0030447200294904542,93.74263675075953,0.7103481103855066
-76.25,23.75,train,0.0023701748990271154,72.3346209148177,0.65625066702357
-79.75,23.75,train,0.0015929499080831336,40.609993417443675,0.561992865940691
-75.75,24.75,train,0.0031579176498003018,95.92258532982866,0.7178008653081179
-76.25,24.75,train,0.0025255603182481184,81.38312765383006,0.6704297338668864
-77.25,24.25,train,0.0020476866607603574,60.42678576208331,0.6225479399800867
-77.75,24.25,train,0.002663064228515141,86.54493768215352,0.6820358968039333
-77.25,24.75,train,0.0014695554179092803,35.699031430398186,0.5420569629647423
-77.75,24.75,train,0.002845205156351885,88.73196597196454,0.6962072256693015
-78.25,24.75,train,0.001989203451271015,58.61018444774377,0.6157152190590182
-79.25,24.25,train,0.0013246846303411395,30.56315782744734,0.5162045201126937
-79.25,24.75,train,0.0012162145325256882,27.51304435088912,0.4948525731225939
-76.25,25.25,train,0.0032713276271298082,98.51156944445279,0.7248926673880001
-76.75,25.75,train,0.0023845726626958892,72.81128575850211,0.657615559450651
-77.25,25.25,train,0.002634896664151723,86.01401077105972,0.6797254428017641
-77.75,25.25,train,0.00336006953183218,99.18153697640813,0.7301981312974535
-77.25,25.75,train,0.004565809358959939,99.99999969093929,0.7862154559030021
-77.75,25.75,train,0.001688933568418265,45.35306176665246,0.5763393065195574
-79.25,25.25,train,0.0023648648167005765,71.15453018436477,0.6557445260777562
-79.25,25.75,train,0.002394853787487171,74.00647203402404,0.6585835843952579
-79.75,25.75,train,0.0019070698424557009,55.290427421247756,0.6056908169000749
-76.75,26.25,train,0.0029799710083179935,91.6318884434589,0.7059054402998648
-77.25,26.25,train,0.0024967760465609496,79.62423166835383,0.6678920940417132
-77.25,26.75,train,0.0024636829577093502,77.88903841687633,0.6649258633371429
-78.25,26.75,train,0.0024250914446227153,76.17681839280593,0.6613991656167527
-78.75,26.75,train,0.002427313550908071,76.41970671821493,0.6616042465359976
-79.25,26.75,train,0.00162539147325493,42.614515248081986,0.5669492988110075
-79.75,26.75,train,0.0022472335673770502,67.68347338834455,0.6441371593885976
-79.75,27.25,train,0.002545438844246,82.9051887530138,0.6721597175829102
-79.75,27.75,train,0.0024594717177598814,77.6424692389394,0.6645445928488569
-79.25,28.25,train,0.0010614474267723031,23.877010599511056,0.46090492685468093
-79.25,28.75,train,0.001035951637889147,23.163657184151074,0.45486986807235275
-77.25,29.25,train,7.359773704233882E-4,18.02431250773393,0.37217681234745587
-82.25,20.75,train,2.945372920190072E-4,9.759200187834686,0.19174933249249873
-80.75,22.25,train,0.0023672990448370635,71.6236012188374,0.6559767342211339
-82.25,22.25,train,0.002886310623303866,90.45051076800686,0.6992324356476899
-84.25,22.75,train,0.0026334200154571994,85.7511177489002,0.6796033935751113
-80.25,23.25,train,0.002405699661714397,74.72683560121146,0.6595988681964189
-80.25,23.75,train,0.0018763867646788258,53.58698109080281,0.6018104465835646
-81.75,23.25,train,0.0028459566630768623,89.01534625918305,0.6962630798126821
-82.25,23.25,train,0.0021508091283280037,65.05482723066007,0.6340220117288418
-82.75,23.25,train,0.0024500304822856755,77.39643410933877,0.6636866561916757
-83.25,23.25,train,0.0024712990674152454,78.6292820777476,0.6656132019157287
-83.25,23.75,train,6.630894168230568E-4,16.97029117528867,0.34815045255041616
-80.25,24.75,train,0.001854277502431566,52.28023584145641,0.5989666923760016
-80.75,24.75,train,0.003150269354324719,95.60688439659427,0.7173094154902806
-81.75,24.25,train,0.001803073892293176,49.677165716077596,0.592222155215221
-81.25,24.75,train,0.0019230250787070893,55.674683442417276,0.6076788761458473
-81.75,24.75,train,0.0025227429433719527,81.1308033000855,0.670183065697969
-82.25,24.25,train,0.0019012550144092428,54.883058804245,0.6049612569953926
-82.75,24.25,train,0.0017254042560401895,47.06381983068905,0.5815471290419819
-82.25,24.75,train,0.0025022541511570432,80.13015351996624,0.6683780537888885
-82.75,24.75,train,0.0016357345501806031,43.52234961495021,0.5685060196583926
-83.25,24.25,train,0.0018150940403104418,50.079181570843716,0.5938257451934107
-83.25,24.75,train,0.0013791925260091405,33.310082961119036,0.5262669395333693
-86.75,20.25,train,0.0025449549632341572,82.65382354356039,0.6721178221959982
-86.75,20.75,train,0.003186660611798738,96.2413648238198,0.7196325984962011
-87.25,20.25,train,0.0024691070159457936,78.38201262663492,0.665415662858978
-87.25,20.75,train,0.0023689604064658773,72.0975682674397,0.6561350365910811
-85.75,21.25,train,4.96824258470731E-4,13.538800363720393,0.285803719429268
-86.75,21.25,train,0.0029566998745754014,91.3338018065048,0.7042752447125161
-87.75,21.75,train,0.0024219950336691652,75.93397149786101,0.6611129791754763
-88.25,22.25,train,0.0014506688077040595,34.8296669566759,0.5388443343368969
-80.25,25.25,train,0.002873753893688388,90.16196407066039,0.6983147178288511
-80.75,25.25,train,0.0020325345141688415,60.01886916862416,0.6208011104728187
-80.25,25.75,train,0.0023281795675227732,69.9797803590918,0.6522066624746754
-81.25,25.25,train,0.0024153078974597903,75.69013811986484,0.660493265617285
-81.75,25.25,train,0.0015750860092035351,39.8730729041018,0.5592148683047782
-81.25,25.75,train,0.002191239144245216,66.57053766620923,0.6383323959691712
-81.75,25.75,train,0.00247686389915162,78.87719665381289,0.6661136365295492
-82.25,25.25,train,0.001422555815918059,34.11216300243267,0.5339779253831358
-82.75,25.25,train,0.0013451565085094673,31.365255016962855,0.5200334548236559
-82.75,25.75,train,0.0012734276772236723,29.022287331047856,0.5063443083770268
-83.25,25.25,train,0.001193128336467023,26.788230281273204,0.49006257981735746
-83.75,25.25,train,0.0010029595264928314,22.452499719680944,0.44685686472020814
-80.25,26.25,train,0.002092651509720558,61.87182882789224,0.6276382877809903
-80.25,26.75,train,0.001931073266803384,56.264586419499544,0.6086741117157951
-82.25,26.25,train,0.001877672826246098,53.77563364271023,0.6019746226643478
-80.25,27.25,train,0.00198134275552336,58.351148611349835,0.6147779315479593
-80.25,27.75,train,0.0024660969514843953,78.13503604852747,0.665144027093307
-82.25,27.25,train,5.727760581756351E-4,15.283961039251956,0.3157021457785817
-82.75,27.25,train,0.002582052338412804,84.44795854511338,0.6752990302854013
-82.75,27.75,train,7.355208891841334E-4,18.017167220413153,0.37203185327574634
-83.25,27.25,train,0.0016104943425321048,41.57068158449008,0.5646873113119245
-80.25,28.25,train,0.0019196840051122566,55.59423999709633,0.6072642318549875
-80.75,28.25,train,0.0018833358272809877,54.151302191828755,0.6026959425468357
-80.25,28.75,train,0.0018219746137867435,50.550787268060965,0.5947380089107196
-80.75,28.75,train,0.002156835366499013,65.5881836670508,0.6346709941179763
-80.25,29.25,train,0.0019307403086364268,56.2531235954941,0.6086330383860736
-80.75,29.25,train,0.002593569846778978,84.96587953419272,0.6762741702909103
-80.25,29.75,train,0.0019688435345118806,57.620491034381764,0.613278107322953
-81.25,29.75,train,0.0021586378810447933,65.70157584324649,0.6348646649842213
-88.25,29.25,train,9.615341443564516E-4,21.527159980009674,0.4364557576617436
-9.25,32.75,train,0.001019853673523119,22.75718802228249,0.45098926263845207
-17.25,32.75,train,0.0020537217874373715,61.07444395791583,0.6232392317132441
-64.75,32.25,train,0.002344169367463205,70.91395145095892,0.6537575919400956
-65.25,30.25,train,2.4397976738604047E-4,8.772638805276765,0.16424125082438
-67.75,31.75,train,1.4663176289956645E-4,6.276836462967246,0.10563119611671917
-64.25,38.75,train,6.373467910083161E-4,16.558628960197996,0.3392193509951286
-65.75,37.75,train,3.9289883344872424E-4,11.454297756218702,0.24039105727255752
-69.25,37.75,train,5.775218523885749E-4,15.406428681116795,0.31748744995693434
-65.75,38.25,train,4.6389629177590307E-4,12.849999575462586,0.27201407784952064
-66.25,38.25,train,5.035653490085022E-4,13.833671997015973,0.2885625938927033
-66.75,38.25,train,5.636645025768473E-4,15.135858917107445,0.31224818859265296
-68.75,38.25,train,6.598445314372143E-4,16.881393585453424,0.34703799835602855
-65.25,39.75,train,2.906030248703207E-4,9.702394328228298,0.1896738586355662
-69.75,39.25,train,2.1594103852432626E-4,8.123939529721167,0.14816283199303457
-69.75,39.75,train,2.28362514350185E-4,8.430785200469215,0.15536143445235043
-79.75,30.25,train,0.0013888324513742897,33.55087625977234,0.5280031165219116
-79.75,30.75,train,0.002050289723777747,60.83676902896158,0.6228464179059542
-77.75,31.75,train,0.001086211604956036,24.626704311148444,0.4666402386118227
-78.75,31.25,train,0.0012238700980398652,27.905283214123774,0.4964211665438229
-79.75,31.25,train,0.0018469155180374551,51.90986703166387,0.5980107377293041
-76.75,32.75,train,0.001256898278425231,28.50001614599765,0.5030783047414513
-77.25,32.25,train,0.0012586085999570621,28.595728575510364,0.503418246078873
-77.75,32.25,train,0.001509664074778444,37.211355406780726,0.5487331805171322
-77.25,32.75,train,0.0017249362778231326,46.890884364124965,0.5814811152395718
-78.25,32.25,train,0.0016313904317321007,42.868619363545626,0.5678535582331938
-78.75,32.25,train,0.0020984807161196404,62.2914515877984,0.6282881605581061
-78.25,32.75,train,0.0017091829281249674,46.332616447410395,0.5792467045597512
-78.75,32.75,train,0.0015254676356707695,37.802713539588886,0.5513105796904031
-79.25,32.25,train,0.0015901164622094263,40.50159141898438,0.5615545783811855
-79.75,32.25,train,0.001555392108475806,39.10087488721732,0.5561111635375141
-79.25,32.75,train,0.001645339535929566,43.85094097291876,0.5699416622605684
-76.25,33.25,train,0.0012724591977483436,28.991035078201573,0.5061541333475148
-76.75,33.25,train,0.0020491321962383302,60.63217706217852,0.6227137493362354
-76.25,33.75,train,0.002307729124981336,69.28298782342367,0.6502027077224888
-76.75,33.75,train,0.0015934267410348257,40.76825774919719,0.5620665380447828
-77.25,33.25,train,0.0018376784930835336,51.60516974593926,0.5968048430594326
-77.75,33.25,train,0.001633261040503685,43.13471229733354,0.5681347545724548
-77.25,33.75,train,0.0016055079590963739,41.40936402493842,0.5639248886490421
-78.25,33.25,train,0.0015990228137639116,41.09638438893467,0.5629292993800891
-78.75,33.25,train,0.0016209168770434262,42.05580441967465,0.5662723478528322
-78.25,33.75,train,0.00260708789151929,85.22655365875647,0.6774112422755173
-79.25,33.25,train,0.0015285198860864745,38.06620481795163,0.551804982027322
-75.75,34.25,train,0.0018755164108067938,53.399909538342,0.6016992620603483
-76.25,34.25,train,0.0017605445408091737,48.295353750589655,0.586445281603945
