Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.21478E-4,16.303683429,0.333590789,0.046392747,0.120512821,0
6.37087E-4,16.555313804,0.339127973,0.046006944,0.128205128,0
6.57407E-4,16.814614441,0.346199967,0.045621142,0.133333333,0
6.64662E-4,17.013374008,0.348688129,0.04533179,0.141025641,0
6.91435E-4,17.284358312,0.357709506,0.044945988,0.143589744,0
7.09827E-4,17.564023269,0.36376316,0.044560185,0.143589744,0
7.20291E-4,17.778774216,0.367156918,0.044270833,0.143589744,0
7.39101E-4,18.073206589,0.37316687,0.043885031,0.148717949,0
7.42232E-4,18.295412086,0.374156221,0.043595679,0.148717949,0
7.675E-4,18.521777365,0.382027808,0.043306327,0.151282051,0
7.83641E-4,18.756116151,0.386953195,0.043016975,0.151282051,0
8.12659E-4,19.075909537,0.39561335,0.042631173,0.153846154,0
8.21657E-4,19.321456952,0.398249082,0.042341821,0.158974359,0
8.27969E-4,19.569594319,0.400084373,0.042052469,0.158974359,0
8.34069E-4,19.819279368,0.40184756,0.041763117,0.158974359,0
8.51216E-4,20.073696545,0.406748517,0.041473765,0.164102564,0
8.59943E-4,20.330597905,0.40921224,0.041184414,0.166666667,0
8.7063E-4,20.504293802,0.412201568,0.040991512,0.166666667,0
8.86261E-4,20.768704378,0.416519512,0.04070216,0.169230769,0
9.47234E-4,21.04887681,0.432773788,0.040412809,0.169230769,0
9.565E-4,21.334901548,0.43516494,0.040123457,0.171794872,0
9.61534E-4,21.527156617,0.436455758,0.039930556,0.174358974,0
9.73986E-4,21.817245463,0.439622955,0.039641204,0.179487179,0
9.85893E-4,22.013389634,0.442618574,0.039448302,0.182051282,0
9.89757E-4,22.310135405,0.443583859,0.039158951,0.182051282,0
1.00841E-3,22.511272783,0.448197905,0.038966049,0.184615385,0
1.02262E-3,22.816634129,0.451660704,0.038676698,0.187179487,0
1.03444E-3,23.023280621,0.454506952,0.038483796,0.18974359,0
1.03779E-3,23.334374627,0.455308375,0.038194444,0.194871795,0
1.04654E-3,23.543280594,0.457392857,0.038001543,0.197435897,0
1.05946E-3,23.754610399,0.460438527,0.037808642,0.197435897,0
1.06464E-3,24.073632487,0.461650989,0.03751929,0.2,0
1.0682E-3,24.287173786,0.462480771,0.037326389,0.2,0
1.0782E-3,24.502111474,0.464799298,0.037133488,0.202564103,0
1.09923E-3,24.829160471,0.469607178,0.036844136,0.207692308,0
1.10969E-3,25.050268125,0.471966335,0.036651235,0.207692308,0
1.13354E-3,25.276910799,0.47726827,0.036458333,0.207692308,0
1.13809E-3,25.504153454,0.478268052,0.036265432,0.207692308,0
1.15206E-3,25.849338501,0.481313078,0.03597608,0.21025641,0
1.15913E-3,26.08082368,0.482841142,0.035783179,0.212820513,0
1.16457E-3,26.313475467,0.484010333,0.035590278,0.215384615,0
1.18253E-3,26.549689763,0.487832497,0.035397377,0.215384615,0
1.19313E-3,26.788267723,0.49006258,0.035204475,0.217948718,0
1.19912E-3,27.027716679,0.491314465,0.035011574,0.223076923,0
1.21263E-3,27.269843917,0.494115494,0.034818673,0.225641026,0
1.21621E-3,27.512809158,0.494852573,0.034625772,0.225641026,0
1.22091E-3,27.756692294,0.495815579,0.03443287,0.230769231,0
1.22579E-3,28.0016584,0.496813217,0.034239969,0.235897436,0
1.24983E-3,28.374356924,0.501669441,0.033950617,0.241025641,0
1.2569E-3,28.500046752,0.503078305,0.033854167,0.243589744,0
1.2614E-3,28.752047347,0.503971538,0.033661265,0.248717949,0
1.27318E-3,29.006611515,0.506296175,0.033468364,0.253846154,0
1.27721E-3,29.261675496,0.507086038,0.033275463,0.256410256,0
1.28373E-3,29.518332825,0.508358152,0.033082562,0.256410256,0
1.29126E-3,29.77611925,0.509820712,0.03288966,0.261538462,0
1.3034E-3,30.036741131,0.512158445,0.032696759,0.261538462,0
1.31184E-3,30.298500013,0.513771169,0.032503858,0.264102564,0
1.32468E-3,30.562917819,0.51620452,0.032310957,0.266666667,0
1.32981E-3,30.828825513,0.517168419,0.032118056,0.271794872,0
1.34257E-3,31.096747787,0.519552409,0.031925154,0.271794872,0
1.34516E-3,31.365617471,0.520033455,0.031732253,0.274358974,0
1.34564E-3,31.500181862,0.520123876,0.031635802,0.276923077,0
1.34606E-3,31.769378905,0.520201512,0.031442901,0.279487179,0
1.35373E-3,32.03992562,0.52161922,0.03125,0.282051282,0
1.36198E-3,32.312087631,0.52313416,0.031057099,0.287179487,0
1.37089E-3,32.586224084,0.524762053,0.030864198,0.287179487,0
1.37296E-3,32.860758524,0.525137785,0.030671296,0.292307692,0
1.37714E-3,33.136054544,0.525894757,0.030478395,0.294871795,0
1.37774E-3,33.273828423,0.526004009,0.030381944,0.294871795,0
1.38883E-3,33.550630921,0.528003117,0.030189043,0.3,0
1.39161E-3,33.828859256,0.52850049,0.029996142,0.305128205,0
1.42256E-3,34.112201307,0.533977925,0.029803241,0.31025641,0
1.42619E-3,34.254820581,0.534613261,0.02970679,0.312820513,0
1.43425E-3,34.541137768,0.536014388,0.029513889,0.315384615,0
1.45067E-3,34.829687909,0.538844334,0.029320988,0.317948718,0
1.45587E-3,35.120499367,0.539733826,0.029128086,0.323076923,0
1.46388E-3,35.266887262,0.541096106,0.029031636,0.325641026,0
1.46851E-3,35.560570722,0.541880124,0.028838735,0.330769231,0
1.47073E-3,35.85459933,0.542255395,0.028645833,0.335897436,0
1.47742E-3,36.002341539,0.543381925,0.028549383,0.338461538,0
1.4823E-3,36.298363347,0.544199995,0.028356481,0.338461538,0
1.48473E-3,36.59529888,0.544605475,0.02816358,0.343589744,0
1.49196E-3,36.893670585,0.545810015,0.027970679,0.346153846,0
1.50087E-3,37.043757856,0.54728654,0.027874228,0.346153846,0
1.51675E-3,37.346399029,0.549892093,0.027681327,0.351282051,0
1.52033E-3,37.650236945,0.550475857,0.027488426,0.356410256,0
1.52547E-3,37.802783709,0.55131058,0.027391975,0.358974359,0
1.52901E-3,38.10853635,0.551883708,0.027199074,0.364102564,0
1.53077E-3,38.261613096,0.552168347,0.027102623,0.366666667,0
1.54107E-3,38.569766737,0.553826399,0.026909722,0.369230769,0
1.54867E-3,38.878963455,0.555041894,0.026716821,0.374358974,0
1.5545E-3,39.034413385,0.555969424,0.02662037,0.376923077,0
1.55868E-3,39.345820671,0.556632481,0.026427469,0.379487179,0
1.56915E-3,39.502735445,0.558283593,0.026331019,0.382051282,0
1.57318E-3,39.81732101,0.558916192,0.026138117,0.384615385,0
1.58398E-3,40.133227384,0.560602002,0.025945216,0.38974359,0
1.58463E-3,40.291690297,0.560703279,0.025848765,0.392307692,0
1.59295E-3,40.609996934,0.561992866,0.025655864,0.394871795,0
1.59343E-3,40.769339608,0.562066538,0.025559414,0.397435897,0
1.59887E-3,41.089009443,0.562905444,0.025366512,0.402564103,0
1.60551E-3,41.409462521,0.563924889,0.025173611,0.407692308,0
1.61049E-3,41.570511955,0.564687311,0.02507716,0.41025641,0
1.61877E-3,41.893948177,0.565946916,0.024884259,0.412820513,0
1.62092E-3,42.056039864,0.566272348,0.024787809,0.412820513,0
1.62323E-3,42.380509994,0.566622172,0.024594907,0.417948718,0
1.6237E-3,42.542879884,0.566693482,0.024498457,0.420512821,0
1.63139E-3,42.868558075,0.567853558,0.024305556,0.425641026,0
1.63254E-3,43.031811693,0.568025835,0.024209105,0.428205128,0
1.63483E-3,43.358620496,0.568369873,0.024016204,0.433333333,0
1.63573E-3,43.522193951,0.56850602,0.023919753,0.433333333,0
1.64534E-3,43.850956849,0.569941662,0.023726852,0.438461538,0
1.64856E-3,44.015812389,0.5704202,0.023630401,0.441025641,0
1.65492E-3,44.346563128,0.571363763,0.0234375,0.441025641,0
1.65946E-3,44.512508945,0.572034696,0.023341049,0.443589744,0
1.6804E-3,44.847487709,0.57510216,0.023148148,0.448717949,0
1.68151E-3,45.015638499,0.575263035,0.023051698,0.448717949,0
1.68893E-3,45.352794737,0.576339307,0.022858796,0.451282051,0
1.69119E-3,45.521913649,0.576665145,0.022762346,0.453846154,0
1.70259E-3,45.861796492,0.578304799,0.022569444,0.456410256,0
1.70443E-3,46.032239621,0.578568055,0.022472994,0.458974359,0
1.70984E-3,46.374142252,0.57934086,0.022280093,0.464102564,0
1.72061E-3,46.546202785,0.580869195,0.022183642,0.464102564,0
1.72494E-3,46.891180916,0.581481115,0.021990741,0.469230769,0
1.7254E-3,47.063721341,0.581547129,0.02189429,0.471794872,0
1.74044E-3,47.411764324,0.583656868,0.021701389,0.476923077,0
1.74048E-3,47.58581274,0.583663235,0.021604938,0.479487179,0
1.74474E-3,47.760286896,0.584256791,0.021508488,0.482051282,0
1.75905E-3,48.111784218,0.586239073,0.021315586,0.482051282,0
1.76026E-3,48.287809822,0.586405535,0.021219136,0.484615385,0
1.77359E-3,48.641223339,0.588234695,0.021026235,0.487179487,0
1.77488E-3,48.818711649,0.588411128,0.020929784,0.48974359,0
1.79162E-3,49.176506145,0.590682614,0.020736883,0.492307692,0
1.79694E-3,49.356200033,0.591398802,0.020640432,0.494871795,0
1.79791E-3,49.535990617,0.591528793,0.020543981,0.497435897,0
1.81113E-3,49.897410783,0.593298006,0.02035108,0.502564103,0
1.81509E-3,50.078920187,0.593825745,0.02025463,0.505128205,0
1.8179E-3,50.260710327,0.594198457,0.020158179,0.507692308,0
1.82302E-3,50.625209643,0.594876061,0.019965278,0.512820513,0
1.82708E-3,50.807917513,0.595412093,0.019868827,0.512820513,0
1.8342E-3,51.174509372,0.596349086,0.019675926,0.517948718,0
1.83471E-3,51.357980134,0.596415456,0.019579475,0.517948718,0
1.83575E-3,51.541555475,0.596552612,0.019483025,0.520512821,0
1.84692E-3,51.910014876,0.598010738,0.019290123,0.525641026,0
1.84877E-3,52.094892142,0.598252317,0.019193673,0.528205128,0
1.85428E-3,52.280319892,0.598966692,0.019097222,0.528205128,0
1.86144E-3,52.652388079,0.599892239,0.018904321,0.533333333,0
1.86173E-3,52.838560987,0.599929662,0.01880787,0.535897436,0
1.86522E-3,53.025082819,0.600378989,0.01871142,0.538461538,0
1.87552E-3,53.400040198,0.601699262,0.018518519,0.541025641,0
1.87639E-3,53.587678874,0.601810447,0.018422068,0.543589744,0
1.87767E-3,53.775446157,0.601974623,0.018325617,0.546153846,0
1.88334E-3,54.151578999,0.602695943,0.018132716,0.548717949,0
1.88493E-3,54.340072056,0.6028986,0.018036265,0.551282051,0
1.8872E-3,54.528792077,0.603186666,0.017939815,0.553846154,0
1.90229E-3,54.909146359,0.605091034,0.017746914,0.558974359,0
1.90678E-3,55.09982404,0.605654116,0.017650463,0.561538462,0
1.90707E-3,55.290531024,0.605690817,0.017554012,0.564102564,0
1.92303E-3,55.674801933,0.607678876,0.017361111,0.569230769,0
1.9258E-3,55.867381522,0.608022085,0.01726466,0.571794872,0
1.92657E-3,56.060038939,0.608118378,0.01716821,0.574358974,0
1.93074E-3,56.25311297,0.608633038,0.017071759,0.576923077,0
1.94199E-3,56.640419193,0.610015902,0.016878858,0.582051282,0
1.94766E-3,56.835185652,0.610709937,0.016782407,0.584615385,0
1.95414E-3,57.030599888,0.611499049,0.016685957,0.587179487,0
1.96337E-3,57.422582964,0.612617063,0.016493056,0.592307692,0
1.96884E-3,57.619467317,0.613278107,0.016396605,0.594871795,0
1.96952E-3,57.816418931,0.613359113,0.016300154,0.597435897,0
1.9726E-3,58.01367881,0.613729938,0.016203704,0.6,0
1.98287E-3,58.41010015,0.61496047,0.016010802,0.605128205,0
1.9892E-3,58.609020495,0.615715219,0.015914352,0.605128205,0
1.98979E-3,58.807999977,0.615785548,0.015817901,0.607692308,0
1.9974E-3,59.007740125,0.616687882,0.015721451,0.607692308,0
2.01567E-3,59.410567969,0.61883827,0.015528549,0.612820513,0
2.01774E-3,59.61234235,0.619080284,0.015432099,0.615384615,0
2.03152E-3,59.81549419,0.620683388,0.015335648,0.617948718,0
2.03253E-3,60.018747641,0.62080111,0.015239198,0.620512821,0
2.04769E-3,60.426875659,0.62254794,0.015046296,0.625641026,0
2.04913E-3,60.631788879,0.622713749,0.014949846,0.628205128,0
2.05029E-3,60.836817851,0.622846418,0.014853395,0.630769231,0
2.05326E-3,61.042143479,0.623186,0.014756944,0.633333333,0
2.05914E-3,61.453429713,0.623857769,0.014564043,0.638461538,0
2.09076E-3,61.662505663,0.627426866,0.014467593,0.641025641,0
2.09265E-3,61.871770814,0.627638288,0.014371142,0.643589744,0
2.09811E-3,62.081581729,0.628246804,0.014274691,0.646153846,0
2.09848E-3,62.2914298,0.628288161,0.014178241,0.648717949,0
2.1054E-3,62.501969431,0.629056213,0.01408179,0.651282051,0
2.10983E-3,62.923695371,0.629546561,0.013888889,0.653846154,0
2.11123E-3,63.134818303,0.62970157,0.013792438,0.656410256,0
2.11428E-3,63.34624604,0.630037912,0.013695988,0.658974359,0
2.12292E-3,63.558538305,0.630988568,0.013599537,0.658974359,0
2.12477E-3,63.77101517,0.631190927,0.013503086,0.661538462,0
2.12906E-3,64.196771641,0.631660719,0.013310185,0.666666667,0
2.13392E-3,64.410163342,0.6321905,0.013213735,0.669230769,0
2.14778E-3,64.624941517,0.633695114,0.013117284,0.671794872,0
2.14961E-3,64.839902552,0.633892637,0.013020833,0.674358974,0
2.15081E-3,65.054983464,0.634022012,0.012924383,0.676923077,0
2.15178E-3,65.270161818,0.634127104,0.012827932,0.679487179,0
2.15864E-3,65.701709142,0.634864665,0.012635031,0.684615385,0
2.16131E-3,65.917839798,0.635151024,0.01253858,0.687179487,0
2.16144E-3,66.133983778,0.635165309,0.01244213,0.68974359,0
2.17441E-3,66.351424893,0.636550701,0.012345679,0.692307692,0
2.19124E-3,66.570548808,0.638332396,0.012249228,0.694871795,0
2.19672E-3,66.790220879,0.638909002,0.012152778,0.697435897,0
2.21671E-3,67.011892376,0.6409967,0.012056327,0.7,0
2.23884E-3,67.458647552,0.643278633,0.011863426,0.705128205,0
2.24723E-3,67.683370908,0.644137159,0.011766975,0.707692308,0
2.25508E-3,67.908878527,0.644935335,0.011670525,0.71025641,0
2.26518E-3,68.135396647,0.645958501,0.011574074,0.712820513,0
2.26688E-3,68.362084961,0.646130248,0.011477623,0.715384615,0
2.29649E-3,68.59173381,0.649091363,0.011381173,0.717948718,0
2.30193E-3,68.821927255,0.649630678,0.011284722,0.720512821,0
2.30727E-3,69.052653891,0.650157094,0.011188272,0.723076923,0
2.30773E-3,69.283426803,0.650202708,0.011091821,0.725641026,0
2.30812E-3,69.514238996,0.650241416,0.01099537,0.728205128,0
2.32818E-3,69.979790396,0.652206662,0.010802469,0.730769231,0
2.32958E-3,70.21274794,0.652342609,0.010706019,0.733333333,0
2.33021E-3,70.445768974,0.652404407,0.010609568,0.735897436,0
2.33789E-3,70.679558125,0.653150324,0.010513117,0.738461538,0
2.34417E-3,70.913975062,0.653757592,0.010416667,0.738461538,0
2.36486E-3,71.150461544,0.655744526,0.010320216,0.741025641,0
2.36514E-3,71.386975997,0.655771225,0.010223765,0.743589744,0
2.3673E-3,71.623705902,0.655976734,0.010127315,0.746153846,0
2.36887E-3,71.860592607,0.656126146,0.010030864,0.748717949,0
2.36896E-3,72.097488648,0.656135037,0.009934414,0.751282051,0
2.37017E-3,72.334506138,0.656250667,0.009837963,0.753846154,0
2.38033E-3,72.572539617,0.657214941,0.009741512,0.756410256,0
2.38457E-3,72.810996884,0.657615559,0.009645062,0.758974359,0
2.38677E-3,73.049673748,0.657822784,0.009548611,0.761538462,0
2.38811E-3,73.288484576,0.657949077,0.00945216,0.764102564,0
2.39062E-3,73.527546594,0.65818563,0.00935571,0.766666667,0
2.39258E-3,73.766804465,0.658369845,0.009259259,0.769230769,0
2.39485E-3,74.006289844,0.658583584,0.009162809,0.771794872,0
2.40483E-3,74.486359177,0.659517404,0.008969907,0.776923077,0
2.4057E-3,74.726929143,0.659598868,0.008873457,0.779487179,0
2.4089E-3,74.967818829,0.659897007,0.008777006,0.782051282,0
2.41099E-3,75.208918084,0.660092146,0.008680556,0.784615385,0
2.41503E-3,75.450421002,0.660467387,0.008584105,0.787179487,0
2.41531E-3,75.691951792,0.660493266,0.008487654,0.78974359,0
2.422E-3,75.934151295,0.661112979,0.008391204,0.792307692,0
2.42509E-3,76.17666044,0.661399166,0.008294753,0.794871795,0
2.42731E-3,76.419391795,0.661604247,0.008198302,0.797435897,0
2.43005E-3,76.662397131,0.661856766,0.008101852,0.8,0
2.4411E-3,76.906507197,0.662871144,0.008005401,0.802564103,0
2.44911E-3,77.151418496,0.663603048,0.007908951,0.802564103,0
2.45003E-3,77.396421544,0.663686656,0.0078125,0.805128205,0
2.45947E-3,77.642368716,0.664544593,0.007716049,0.807692308,0
2.46368E-3,77.888737012,0.664925863,0.007619599,0.81025641,0
2.4661E-3,78.135346707,0.665144027,0.007523148,0.812820513,0
2.46911E-3,78.382257409,0.665415663,0.007426698,0.815384615,0
2.4713E-3,78.629387315,0.665613202,0.007330247,0.817948718,0
2.47686E-3,78.877073705,0.666113637,0.007233796,0.820512821,0
2.48474E-3,79.125547409,0.666819099,0.007137346,0.823076923,0
2.49224E-3,79.374771483,0.667488691,0.007040895,0.825641026,0
2.49678E-3,79.624449088,0.667892094,0.006944444,0.828205128,0
2.50012E-3,79.874460733,0.668188588,0.006847994,0.830769231,0
2.50225E-3,80.124686148,0.668378054,0.006751543,0.830769231,0
2.50244E-3,80.374929794,0.668394202,0.006655093,0.833333333,0
2.51522E-3,80.626452281,0.669523029,0.006558642,0.835897436,0
2.51813E-3,80.8782654,0.669778498,0.006462191,0.838461538,0
2.52274E-3,81.130539695,0.670183066,0.006365741,0.841025641,0
2.52556E-3,81.383095727,0.670429734,0.00626929,0.843589744,0
2.52808E-3,81.635903543,0.670649865,0.00617284,0.846153846,0
2.5339E-3,81.889293842,0.671157997,0.006076389,0.848717949,0
2.53694E-3,82.142987859,0.671422324,0.005979938,0.851282051,0
2.53762E-3,82.39674976,0.671481346,0.005883488,0.853846154,0
2.54495E-3,82.651245256,0.672117822,0.005787037,0.856410256,0
2.54544E-3,82.905789141,0.672159718,0.005690586,0.858974359,0
2.55465E-3,83.161253946,0.672955034,0.005594136,0.861538462,0
2.56025E-3,83.417278937,0.67343693,0.005497685,0.864102564,0
2.56549E-3,83.673827828,0.673886329,0.005401235,0.866666667,0
2.57868E-3,83.931696169,0.675012686,0.005304784,0.869230769,0
2.57933E-3,84.189629603,0.675068051,0.005208333,0.871794872,0
2.58205E-3,84.447834837,0.67529903,0.005111883,0.871794872,0
2.58694E-3,84.706528543,0.675713316,0.005015432,0.874358974,0
2.59357E-3,84.965885528,0.67627417,0.004918981,0.876923077,0
2.60709E-3,85.226594317,0.677411242,0.004822531,0.879487179,0
2.61179E-3,85.487772996,0.677804622,0.00472608,0.882051282,0
2.63342E-3,85.751114997,0.679603394,0.00462963,0.884615385,0
2.6349E-3,86.014604664,0.679725443,0.004533179,0.887179487,0
2.63808E-3,86.27841218,0.679987839,0.004436728,0.88974359,0
2.66306E-3,86.544718603,0.682035897,0.004340278,0.892307692,0
2.66821E-3,86.81153984,0.682454577,0.004243827,0.894871795,0
2.67393E-3,87.078933233,0.682918599,0.004147377,0.897435897,0
2.67535E-3,87.346467982,0.68303303,0.004050926,0.9,0
2.7021E-3,87.616677599,0.685182949,0.003954475,0.9,0
2.72482E-3,87.889159489,0.686986504,0.003858025,0.902564103,0
2.76526E-3,88.165685035,0.690145454,0.003761574,0.905128205,0
2.81811E-3,88.447496309,0.694179828,0.003665123,0.907692308,0
2.84521E-3,88.732016825,0.696207226,0.003568673,0.91025641,0
2.84596E-3,89.016612491,0.69626308,0.003472222,0.912820513,0
2.8559E-3,89.302202161,0.696999924,0.003375772,0.915384615,0
2.85601E-3,89.587803262,0.697008378,0.003279321,0.917948718,0
2.86696E-3,89.874499203,0.697815799,0.00318287,0.917948718,0
2.87375E-3,90.161874593,0.698314718,0.00308642,0.920512821,0
2.88631E-3,90.450505655,0.699232436,0.002989969,0.923076923,0
2.92193E-3,90.742699101,0.701805901,0.002893519,0.925641026,0
2.9545E-3,91.038148676,0.704119903,0.002797068,0.928205128,0
2.9567E-3,91.333818663,0.704275245,0.002700617,0.928205128,0
2.97997E-3,91.631815764,0.70590544,0.002604167,0.930769231,0
2.98411E-3,91.930226545,0.706193353,0.002507716,0.933333333,0
2.99819E-3,92.230045245,0.707169025,0.002411265,0.935897436,0
3.00916E-3,92.530961428,0.707925086,0.002314815,0.938461538,0
3.02281E-3,92.833242871,0.708860187,0.002218364,0.941025641,0
3.02327E-3,93.13557007,0.708891422,0.002121914,0.943589744,0
3.02594E-3,93.438164453,0.709073685,0.002025463,0.946153846,0
3.04472E-3,93.742636456,0.71034811,0.001929012,0.948717949,0
3.07549E-3,94.050185152,0.712412435,0.001832562,0.951282051,0
3.08693E-3,94.358878208,0.713172763,0.001736111,0.953846154,0
3.09687E-3,94.668564921,0.713829708,0.00163966,0.956410256,0
3.11561E-3,94.98012608,0.715060819,0.00154321,0.958974359,0
3.11738E-3,95.291863646,0.715176135,0.001446759,0.961538462,0
3.15027E-3,95.606890581,0.717309415,0.001350309,0.964102564,0
3.15792E-3,95.922682346,0.717800865,0.001253858,0.966666667,0
3.18666E-3,96.241348407,0.719632598,0.001157407,0.969230769,0
3.19858E-3,96.561206033,0.720385006,0.001060957,0.971794872,0
3.21595E-3,96.882800623,0.721474597,0.000964506,0.974358974,0
3.24968E-3,97.207768804,0.723566758,0.000868056,0.976923077,0
3.25687E-3,97.533455949,0.724008573,0.000771605,0.979487179,0
3.26383E-3,97.859839108,0.724434941,0.000675154,0.982051282,0
3.27102E-3,98.186940694,0.72487366,0.000578704,0.984615385,0
3.27133E-3,98.514073456,0.724892667,0.000482253,0.987179487,0
3.3146E-3,98.845533483,0.727505555,0.000385802,0.98974359,0
