"species","longitude","latitude"
"Abudefduf saxatilis",-79.25,19.25
"Abudefduf saxatilis",-79.75,19.75
"Abudefduf saxatilis",-83.25,10.25
"Abudefduf saxatilis",-81.75,12.75
"Abudefduf saxatilis",-82.25,12.75
"Abudefduf saxatilis",-81.25,13.25
"Abudefduf saxatilis",-80.25,14.25
"Abudefduf saxatilis",-83.25,14.25
"Abudefduf saxatilis",-84.25,15.75
"Abudefduf saxatilis",-84.75,15.75
"Abudefduf saxatilis",-80.25,19.75
"Abudefduf saxatilis",-80.75,19.75
"Abudefduf saxatilis",-81.25,19.25
"Abudefduf saxatilis",-87.75,15.75
"Abudefduf saxatilis",-88.25,15.75
"Abudefduf saxatilis",-85.75,16.25
"Abudefduf saxatilis",-86.25,16.25
"Abudefduf saxatilis",-86.75,16.25
"Abudefduf saxatilis",-87.75,16.75
"Abudefduf saxatilis",-88.25,16.25
"Abudefduf saxatilis",-88.25,16.75
"Abudefduf saxatilis",-87.75,17.25
"Abudefduf saxatilis",-87.75,17.75
"Abudefduf saxatilis",-88.25,17.25
"Abudefduf saxatilis",-87.75,18.25
"Abudefduf saxatilis",-87.25,18.75
"Abudefduf saxatilis",-87.75,18.75
"Abudefduf saxatilis",-87.25,19.25
"Abudefduf saxatilis",-87.25,19.75
"Abudefduf saxatilis",-14.75,25.75
"Abudefduf saxatilis",-15.25,28.25
"Abudefduf saxatilis",-72.75,20.25
"Abudefduf saxatilis",-73.75,20.75
"Abudefduf saxatilis",-74.25,20.25
"Abudefduf saxatilis",-71.25,21.25
"Abudefduf saxatilis",-71.75,21.25
"Abudefduf saxatilis",-71.75,21.75
"Abudefduf saxatilis",-72.25,21.75
"Abudefduf saxatilis",-74.25,23.75
"Abudefduf saxatilis",-74.25,24.25
"Abudefduf saxatilis",-74.75,24.25
"Abudefduf saxatilis",-78.25,20.75
"Abudefduf saxatilis",-75.75,21.25
"Abudefduf saxatilis",-79.25,21.75
"Abudefduf saxatilis",-78.25,22.75
"Abudefduf saxatilis",-78.75,22.75
"Abudefduf saxatilis",-79.25,22.75
"Abudefduf saxatilis",-75.25,23.75
"Abudefduf saxatilis",-75.75,23.75
"Abudefduf saxatilis",-76.25,23.75
"Abudefduf saxatilis",-79.75,23.75
"Abudefduf saxatilis",-75.75,24.75
"Abudefduf saxatilis",-76.25,24.75
"Abudefduf saxatilis",-77.25,24.25
"Abudefduf saxatilis",-77.75,24.25
"Abudefduf saxatilis",-77.25,24.75
"Abudefduf saxatilis",-77.75,24.75
"Abudefduf saxatilis",-78.25,24.75
"Abudefduf saxatilis",-79.25,24.25
"Abudefduf saxatilis",-79.25,24.75
"Abudefduf saxatilis",-76.25,25.25
"Abudefduf saxatilis",-76.75,25.75
"Abudefduf saxatilis",-77.25,25.25
"Abudefduf saxatilis",-77.75,25.25
"Abudefduf saxatilis",-77.25,25.75
"Abudefduf saxatilis",-77.75,25.75
"Abudefduf saxatilis",-79.25,25.25
"Abudefduf saxatilis",-79.25,25.75
"Abudefduf saxatilis",-79.75,25.75
"Abudefduf saxatilis",-76.75,26.25
"Abudefduf saxatilis",-77.25,26.25
"Abudefduf saxatilis",-77.25,26.75
"Abudefduf saxatilis",-78.25,26.75
"Abudefduf saxatilis",-78.75,26.75
"Abudefduf saxatilis",-79.25,26.75
"Abudefduf saxatilis",-79.75,26.75
"Abudefduf saxatilis",-79.75,27.25
"Abudefduf saxatilis",-79.75,27.75
"Abudefduf saxatilis",-79.25,28.25
"Abudefduf saxatilis",-79.25,28.75
"Abudefduf saxatilis",-77.25,29.25
"Abudefduf saxatilis",-82.25,20.75
"Abudefduf saxatilis",-80.75,22.25
"Abudefduf saxatilis",-82.25,22.25
"Abudefduf saxatilis",-84.25,22.75
"Abudefduf saxatilis",-80.25,23.25
"Abudefduf saxatilis",-80.25,23.75
"Abudefduf saxatilis",-81.75,23.25
"Abudefduf saxatilis",-82.25,23.25
"Abudefduf saxatilis",-82.75,23.25
"Abudefduf saxatilis",-83.25,23.25
"Abudefduf saxatilis",-83.25,23.75
"Abudefduf saxatilis",-80.25,24.75
"Abudefduf saxatilis",-80.75,24.75
"Abudefduf saxatilis",-81.75,24.25
"Abudefduf saxatilis",-81.25,24.75
"Abudefduf saxatilis",-81.75,24.75
"Abudefduf saxatilis",-82.25,24.25
"Abudefduf saxatilis",-82.75,24.25
"Abudefduf saxatilis",-82.25,24.75
"Abudefduf saxatilis",-82.75,24.75
"Abudefduf saxatilis",-83.25,24.25
"Abudefduf saxatilis",-83.25,24.75
"Abudefduf saxatilis",-86.75,20.25
"Abudefduf saxatilis",-86.75,20.75
"Abudefduf saxatilis",-87.25,20.25
"Abudefduf saxatilis",-87.25,20.75
"Abudefduf saxatilis",-85.75,21.25
"Abudefduf saxatilis",-86.75,21.25
"Abudefduf saxatilis",-87.75,21.75
"Abudefduf saxatilis",-88.25,22.25
"Abudefduf saxatilis",-80.25,25.25
"Abudefduf saxatilis",-80.75,25.25
"Abudefduf saxatilis",-80.25,25.75
"Abudefduf saxatilis",-81.25,25.25
"Abudefduf saxatilis",-81.75,25.25
"Abudefduf saxatilis",-81.25,25.75
"Abudefduf saxatilis",-81.75,25.75
"Abudefduf saxatilis",-82.25,25.25
"Abudefduf saxatilis",-82.75,25.25
"Abudefduf saxatilis",-82.75,25.75
"Abudefduf saxatilis",-83.25,25.25
"Abudefduf saxatilis",-83.75,25.25
"Abudefduf saxatilis",-80.25,26.25
"Abudefduf saxatilis",-80.25,26.75
"Abudefduf saxatilis",-82.25,26.25
"Abudefduf saxatilis",-80.25,27.25
"Abudefduf saxatilis",-80.25,27.75
"Abudefduf saxatilis",-82.25,27.25
"Abudefduf saxatilis",-82.75,27.25
"Abudefduf saxatilis",-82.75,27.75
"Abudefduf saxatilis",-83.25,27.25
"Abudefduf saxatilis",-80.25,28.25
"Abudefduf saxatilis",-80.75,28.25
"Abudefduf saxatilis",-80.25,28.75
"Abudefduf saxatilis",-80.75,28.75
"Abudefduf saxatilis",-80.25,29.25
"Abudefduf saxatilis",-80.75,29.25
"Abudefduf saxatilis",-80.25,29.75
"Abudefduf saxatilis",-81.25,29.75
"Abudefduf saxatilis",-88.25,29.25
"Abudefduf saxatilis",-9.25,32.75
"Abudefduf saxatilis",-17.25,32.75
"Abudefduf saxatilis",-64.75,32.25
"Abudefduf saxatilis",-65.25,30.25
"Abudefduf saxatilis",-67.75,31.75
"Abudefduf saxatilis",-64.25,38.75
"Abudefduf saxatilis",-65.75,37.75
"Abudefduf saxatilis",-69.25,37.75
"Abudefduf saxatilis",-65.75,38.25
"Abudefduf saxatilis",-66.25,38.25
"Abudefduf saxatilis",-66.75,38.25
"Abudefduf saxatilis",-68.75,38.25
"Abudefduf saxatilis",-65.25,39.75
"Abudefduf saxatilis",-69.75,39.25
"Abudefduf saxatilis",-69.75,39.75
"Abudefduf saxatilis",-79.75,30.25
"Abudefduf saxatilis",-79.75,30.75
"Abudefduf saxatilis",-77.75,31.75
"Abudefduf saxatilis",-78.75,31.25
"Abudefduf saxatilis",-79.75,31.25
"Abudefduf saxatilis",-76.75,32.75
"Abudefduf saxatilis",-77.25,32.25
"Abudefduf saxatilis",-77.75,32.25
"Abudefduf saxatilis",-77.25,32.75
"Abudefduf saxatilis",-78.25,32.25
"Abudefduf saxatilis",-78.75,32.25
"Abudefduf saxatilis",-78.25,32.75
"Abudefduf saxatilis",-78.75,32.75
"Abudefduf saxatilis",-79.25,32.25
"Abudefduf saxatilis",-79.75,32.25
"Abudefduf saxatilis",-79.25,32.75
"Abudefduf saxatilis",-76.25,33.25
"Abudefduf saxatilis",-76.75,33.25
"Abudefduf saxatilis",-76.25,33.75
"Abudefduf saxatilis",-76.75,33.75
"Abudefduf saxatilis",-77.25,33.25
"Abudefduf saxatilis",-77.75,33.25
"Abudefduf saxatilis",-77.25,33.75
"Abudefduf saxatilis",-78.25,33.25
"Abudefduf saxatilis",-78.75,33.25
"Abudefduf saxatilis",-78.25,33.75
"Abudefduf saxatilis",-79.25,33.25
"Abudefduf saxatilis",-75.75,34.25
"Abudefduf saxatilis",-76.25,34.25
"Abudefduf saxatilis",-76.25,34.75
"Abudefduf saxatilis",-76.75,34.75
"Abudefduf saxatilis",-72.75,35.75
"Abudefduf saxatilis",-74.75,35.25
"Abudefduf saxatilis",-74.75,35.75
"Abudefduf saxatilis",-70.75,37.25
"Abudefduf saxatilis",-71.75,37.75
"Abudefduf saxatilis",-70.25,38.75
"Abudefduf saxatilis",-80.25,30.75
"Abudefduf saxatilis",-81.25,30.25
"Abudefduf saxatilis",-80.25,31.25
"Abudefduf saxatilis",-80.75,31.25
"Abudefduf saxatilis",-81.25,31.25
"Abudefduf saxatilis",-85.25,30.25
"Abudefduf saxatilis",-85.75,30.25
"Abudefduf saxatilis",-86.75,30.25
"Abudefduf saxatilis",-87.25,30.25
"Abudefduf saxatilis",-88.25,30.25
"Abudefduf saxatilis",-52.75,40.25
"Abudefduf saxatilis",-66.25,40.25
"Abudefduf saxatilis",-66.75,40.75
"Abudefduf saxatilis",-70.75,40.25
"Abudefduf saxatilis",-72.25,40.75
