"species","longitude","latitude"
"Physeter macrocephalus",101.75,8.25
"Physeter macrocephalus",109.75,5.75
"Physeter macrocephalus",108.75,6.75
"Physeter macrocephalus",109.25,6.25
"Physeter macrocephalus",109.75,6.75
"Physeter macrocephalus",108.75,7.75
"Physeter macrocephalus",109.25,7.25
"Physeter macrocephalus",109.75,7.25
"Physeter macrocephalus",108.25,8.25
"Physeter macrocephalus",108.75,8.25
"Physeter macrocephalus",108.25,8.75
"Physeter macrocephalus",109.25,8.75
"Physeter macrocephalus",111.75,4.75
"Physeter macrocephalus",113.75,4.75
"Physeter macrocephalus",114.25,4.75
"Physeter macrocephalus",118.25,1.75
"Physeter macrocephalus",118.75,2.75
"Physeter macrocephalus",119.25,2.75
"Physeter macrocephalus",118.75,3.25
"Physeter macrocephalus",118.25,3.75
"Physeter macrocephalus",119.25,3.25
"Physeter macrocephalus",119.75,3.75
"Physeter macrocephalus",118.75,4.25
"Physeter macrocephalus",118.75,4.75
"Physeter macrocephalus",119.25,4.25
"Physeter macrocephalus",119.75,4.25
"Physeter macrocephalus",119.25,4.75
"Physeter macrocephalus",119.75,4.75
"Physeter macrocephalus",110.75,5.75
"Physeter macrocephalus",112.25,5.25
"Physeter macrocephalus",113.75,5.25
"Physeter macrocephalus",113.75,5.75
"Physeter macrocephalus",114.25,5.75
"Physeter macrocephalus",110.25,6.25
"Physeter macrocephalus",110.25,6.75
"Physeter macrocephalus",111.25,6.25
"Physeter macrocephalus",111.75,6.25
"Physeter macrocephalus",111.75,6.75
"Physeter macrocephalus",112.25,6.25
"Physeter macrocephalus",112.75,6.25
"Physeter macrocephalus",112.25,6.75
"Physeter macrocephalus",112.75,6.75
"Physeter macrocephalus",113.25,6.25
"Physeter macrocephalus",113.75,6.25
"Physeter macrocephalus",113.25,6.75
"Physeter macrocephalus",113.75,6.75
"Physeter macrocephalus",114.75,6.25
"Physeter macrocephalus",114.25,6.75
"Physeter macrocephalus",110.25,7.25
"Physeter macrocephalus",110.75,7.75
"Physeter macrocephalus",112.25,7.25
"Physeter macrocephalus",113.75,7.25
"Physeter macrocephalus",113.25,7.75
"Physeter macrocephalus",114.25,7.25
"Physeter macrocephalus",110.25,8.25
"Physeter macrocephalus",110.75,8.25
"Physeter macrocephalus",114.75,8.25
"Physeter macrocephalus",115.75,5.75
"Physeter macrocephalus",118.75,5.25
"Physeter macrocephalus",118.25,5.75
"Physeter macrocephalus",118.75,5.75
"Physeter macrocephalus",119.25,5.25
"Physeter macrocephalus",119.25,5.75
"Physeter macrocephalus",119.75,5.75
"Physeter macrocephalus",118.25,6.25
"Physeter macrocephalus",118.75,6.25
"Physeter macrocephalus",118.25,6.75
"Physeter macrocephalus",118.75,6.75
"Physeter macrocephalus",119.25,6.25
"Physeter macrocephalus",119.75,6.25
"Physeter macrocephalus",119.25,6.75
"Physeter macrocephalus",119.75,6.75
"Physeter macrocephalus",115.25,7.25
"Physeter macrocephalus",116.75,7.25
"Physeter macrocephalus",117.75,7.25
"Physeter macrocephalus",117.25,7.75
"Physeter macrocephalus",118.25,7.25
"Physeter macrocephalus",118.75,7.25
"Physeter macrocephalus",118.25,7.75
"Physeter macrocephalus",118.75,7.75
"Physeter macrocephalus",119.25,7.25
"Physeter macrocephalus",119.75,7.25
"Physeter macrocephalus",119.25,7.75
"Physeter macrocephalus",115.25,8.25
"Physeter macrocephalus",115.75,8.25
"Physeter macrocephalus",115.25,8.75
"Physeter macrocephalus",115.75,8.75
"Physeter macrocephalus",116.25,8.25
"Physeter macrocephalus",116.75,8.25
"Physeter macrocephalus",117.25,8.25
"Physeter macrocephalus",117.75,8.25
"Physeter macrocephalus",117.75,8.75
"Physeter macrocephalus",118.75,8.25
"Physeter macrocephalus",118.75,8.75
"Physeter macrocephalus",119.75,8.25
"Physeter macrocephalus",119.25,8.75
"Physeter macrocephalus",116.25,9.25
"Physeter macrocephalus",117.75,9.75
"Physeter macrocephalus",118.25,9.25
"Physeter macrocephalus",118.75,9.25
"Physeter macrocephalus",118.75,9.75
"Physeter macrocephalus",119.25,9.25
"Physeter macrocephalus",119.25,9.75
"Physeter macrocephalus",121.25,0.25
"Physeter macrocephalus",122.75,0.25
"Physeter macrocephalus",123.75,0.25
"Physeter macrocephalus",124.25,0.25
"Physeter macrocephalus",124.75,0.25
"Physeter macrocephalus",124.25,0.75
"Physeter macrocephalus",124.75,0.75
"Physeter macrocephalus",120.25,1.75
"Physeter macrocephalus",124.75,1.25
"Physeter macrocephalus",124.75,1.75
"Physeter macrocephalus",120.75,2.25
"Physeter macrocephalus",124.75,2.25
"Physeter macrocephalus",124.25,2.75
"Physeter macrocephalus",120.25,3.75
"Physeter macrocephalus",120.75,3.75
"Physeter macrocephalus",121.25,3.25
"Physeter macrocephalus",121.75,3.25
"Physeter macrocephalus",121.25,3.75
"Physeter macrocephalus",121.75,3.75
"Physeter macrocephalus",122.25,3.75
"Physeter macrocephalus",122.75,3.75
"Physeter macrocephalus",123.25,3.25
"Physeter macrocephalus",123.75,3.25
"Physeter macrocephalus",124.25,3.75
"Physeter macrocephalus",124.75,3.75
"Physeter macrocephalus",120.25,4.25
"Physeter macrocephalus",120.75,4.25
"Physeter macrocephalus",120.25,4.75
"Physeter macrocephalus",121.25,4.25
"Physeter macrocephalus",121.75,4.25
"Physeter macrocephalus",121.75,4.75
"Physeter macrocephalus",122.25,4.25
"Physeter macrocephalus",122.75,4.25
"Physeter macrocephalus",124.25,4.25
"Physeter macrocephalus",124.75,4.25
"Physeter macrocephalus",125.25,0.75
"Physeter macrocephalus",125.75,0.75
"Physeter macrocephalus",126.25,0.25
"Physeter macrocephalus",126.25,0.75
"Physeter macrocephalus",126.75,0.75
"Physeter macrocephalus",127.25,0.25
"Physeter macrocephalus",128.75,0.75
"Physeter macrocephalus",129.25,0.25
"Physeter macrocephalus",129.25,0.75
"Physeter macrocephalus",129.75,0.75
"Physeter macrocephalus",125.25,1.25
"Physeter macrocephalus",125.25,1.75
"Physeter macrocephalus",126.75,1.25
"Physeter macrocephalus",127.25,1.25
"Physeter macrocephalus",127.25,1.75
"Physeter macrocephalus",128.75,1.75
"Physeter macrocephalus",129.75,1.75
"Physeter macrocephalus",125.25,2.25
"Physeter macrocephalus",125.25,2.75
"Physeter macrocephalus",125.75,2.75
"Physeter macrocephalus",126.25,2.25
"Physeter macrocephalus",126.75,2.25
"Physeter macrocephalus",126.25,2.75
"Physeter macrocephalus",126.75,2.75
"Physeter macrocephalus",127.25,2.25
"Physeter macrocephalus",127.25,2.75
"Physeter macrocephalus",127.75,2.75
"Physeter macrocephalus",128.25,2.75
"Physeter macrocephalus",128.75,2.75
"Physeter macrocephalus",129.25,2.25
"Physeter macrocephalus",129.75,2.25
"Physeter macrocephalus",129.25,2.75
"Physeter macrocephalus",129.75,2.75
"Physeter macrocephalus",125.25,3.75
"Physeter macrocephalus",125.75,3.75
"Physeter macrocephalus",126.75,3.25
"Physeter macrocephalus",126.25,3.75
"Physeter macrocephalus",127.25,3.25
"Physeter macrocephalus",127.75,3.75
"Physeter macrocephalus",128.25,3.25
"Physeter macrocephalus",128.75,3.25
"Physeter macrocephalus",129.25,3.25
"Physeter macrocephalus",129.75,3.25
"Physeter macrocephalus",129.75,3.75
"Physeter macrocephalus",125.75,4.25
"Physeter macrocephalus",125.25,4.75
"Physeter macrocephalus",120.75,5.25
"Physeter macrocephalus",121.75,5.25
"Physeter macrocephalus",121.25,5.75
"Physeter macrocephalus",121.75,5.75
"Physeter macrocephalus",122.25,5.25
"Physeter macrocephalus",122.75,5.25
"Physeter macrocephalus",122.25,5.75
"Physeter macrocephalus",123.25,5.25
"Physeter macrocephalus",123.75,5.75
"Physeter macrocephalus",124.25,5.25
"Physeter macrocephalus",124.75,5.25
"Physeter macrocephalus",124.25,5.75
"Physeter macrocephalus",120.25,6.25
"Physeter macrocephalus",120.75,6.75
"Physeter macrocephalus",121.25,6.75
"Physeter macrocephalus",122.75,6.25
"Physeter macrocephalus",122.25,6.75
"Physeter macrocephalus",123.25,6.25
"Physeter macrocephalus",123.75,6.25
"Physeter macrocephalus",120.75,7.25
"Physeter macrocephalus",120.75,7.75
"Physeter macrocephalus",121.25,7.25
"Physeter macrocephalus",122.25,7.25
"Physeter macrocephalus",122.75,7.25
"Physeter macrocephalus",120.25,8.25
"Physeter macrocephalus",120.75,8.25
"Physeter macrocephalus",121.25,8.25
"Physeter macrocephalus",121.25,8.75
"Physeter macrocephalus",121.75,8.75
"Physeter macrocephalus",122.25,8.75
"Physeter macrocephalus",123.75,8.75
"Physeter macrocephalus",120.25,9.25
"Physeter macrocephalus",120.75,9.25
"Physeter macrocephalus",120.25,9.75
"Physeter macrocephalus",120.75,9.75
"Physeter macrocephalus",121.25,9.25
"Physeter macrocephalus",121.75,9.25
"Physeter macrocephalus",121.25,9.75
"Physeter macrocephalus",121.75,9.75
"Physeter macrocephalus",122.25,9.25
"Physeter macrocephalus",122.75,9.25
"Physeter macrocephalus",123.25,9.25
"Physeter macrocephalus",123.75,9.25
"Physeter macrocephalus",123.75,9.75
"Physeter macrocephalus",124.25,9.25
"Physeter macrocephalus",124.25,9.75
"Physeter macrocephalus",125.25,5.25
"Physeter macrocephalus",125.75,5.75
"Physeter macrocephalus",126.75,5.75
"Physeter macrocephalus",126.25,9.75
"Physeter macrocephalus",130.25,0.25
"Physeter macrocephalus",130.75,0.25
"Physeter macrocephalus",130.25,0.75
"Physeter macrocephalus",131.25,0.25
"Physeter macrocephalus",131.25,0.75
"Physeter macrocephalus",131.75,0.75
"Physeter macrocephalus",132.25,0.25
"Physeter macrocephalus",132.75,0.25
"Physeter macrocephalus",132.75,0.75
"Physeter macrocephalus",133.25,0.25
"Physeter macrocephalus",133.75,0.25
"Physeter macrocephalus",133.25,0.75
"Physeter macrocephalus",133.75,0.75
"Physeter macrocephalus",134.25,0.25
"Physeter macrocephalus",134.75,0.25
"Physeter macrocephalus",134.25,0.75
"Physeter macrocephalus",130.75,1.25
"Physeter macrocephalus",131.25,1.25
"Physeter macrocephalus",131.75,1.25
"Physeter macrocephalus",132.25,1.25
"Physeter macrocephalus",132.75,1.25
"Physeter macrocephalus",133.25,1.25
"Physeter macrocephalus",133.75,1.25
"Physeter macrocephalus",133.25,1.75
"Physeter macrocephalus",133.75,1.75
"Physeter macrocephalus",134.25,1.25
"Physeter macrocephalus",134.75,1.25
"Physeter macrocephalus",134.75,1.75
"Physeter macrocephalus",130.25,2.25
"Physeter macrocephalus",133.75,3.25
"Physeter macrocephalus",133.25,3.75
"Physeter macrocephalus",133.75,3.75
"Physeter macrocephalus",135.25,0.25
"Physeter macrocephalus",135.75,0.75
"Physeter macrocephalus",136.75,0.75
"Physeter macrocephalus",137.25,0.25
"Physeter macrocephalus",137.25,0.75
"Physeter macrocephalus",135.75,1.25
"Physeter macrocephalus",135.25,1.75
"Physeter macrocephalus",135.75,1.75
"Physeter macrocephalus",136.25,1.25
"Physeter macrocephalus",136.75,1.25
"Physeter macrocephalus",136.25,1.75
"Physeter macrocephalus",139.75,2.25
"Physeter macrocephalus",139.75,2.75
"Physeter macrocephalus",139.75,4.75
"Physeter macrocephalus",134.75,7.75
"Physeter macrocephalus",138.75,5.75
"Physeter macrocephalus",139.75,5.25
"Physeter macrocephalus",139.25,5.75
"Physeter macrocephalus",135.25,6.75
"Physeter macrocephalus",140.75,0.25
"Physeter macrocephalus",141.25,0.25
"Physeter macrocephalus",141.75,0.75
"Physeter macrocephalus",142.25,0.25
"Physeter macrocephalus",142.75,0.25
"Physeter macrocephalus",142.25,0.75
"Physeter macrocephalus",142.75,0.75
"Physeter macrocephalus",143.25,0.25
"Physeter macrocephalus",143.75,0.25
"Physeter macrocephalus",143.25,0.75
"Physeter macrocephalus",143.75,0.75
"Physeter macrocephalus",144.25,0.25
"Physeter macrocephalus",144.75,0.25
"Physeter macrocephalus",144.25,0.75
"Physeter macrocephalus",141.75,1.75
"Physeter macrocephalus",140.75,4.75
"Physeter macrocephalus",145.75,0.75
"Physeter macrocephalus",146.75,0.25
"Physeter macrocephalus",149.25,4.25
"Physeter macrocephalus",149.25,4.75
"Physeter macrocephalus",140.25,5.75
"Physeter macrocephalus",158.25,0.75
"Physeter macrocephalus",159.75,0.25
"Physeter macrocephalus",159.25,0.75
"Physeter macrocephalus",159.75,0.75
"Physeter macrocephalus",157.75,1.25
"Physeter macrocephalus",159.25,1.25
"Physeter macrocephalus",159.25,4.75
"Physeter macrocephalus",152.75,9.25
"Physeter macrocephalus",157.75,6.75
"Physeter macrocephalus",158.75,6.25
"Physeter macrocephalus",158.25,6.75
"Physeter macrocephalus",158.75,6.75
"Physeter macrocephalus",159.25,6.75
"Physeter macrocephalus",159.75,6.75
"Physeter macrocephalus",157.75,7.25
"Physeter macrocephalus",157.75,7.75
"Physeter macrocephalus",158.25,7.25
"Physeter macrocephalus",158.25,7.75
"Physeter macrocephalus",159.25,7.25
"Physeter macrocephalus",159.75,7.75
"Physeter macrocephalus",157.75,8.25
"Physeter macrocephalus",158.25,8.25
"Physeter macrocephalus",158.25,8.75
"Physeter macrocephalus",158.75,8.75
"Physeter macrocephalus",159.25,8.25
"Physeter macrocephalus",159.25,8.75
"Physeter macrocephalus",160.25,0.75
"Physeter macrocephalus",160.75,0.75
"Physeter macrocephalus",161.75,0.25
"Physeter macrocephalus",161.25,0.75
"Physeter macrocephalus",161.75,0.75
"Physeter macrocephalus",162.25,0.25
"Physeter macrocephalus",162.75,0.25
"Physeter macrocephalus",162.25,0.75
"Physeter macrocephalus",162.75,0.75
"Physeter macrocephalus",163.25,0.25
"Physeter macrocephalus",163.75,0.25
"Physeter macrocephalus",163.25,0.75
"Physeter macrocephalus",163.75,0.75
"Physeter macrocephalus",164.25,0.25
"Physeter macrocephalus",164.75,0.25
"Physeter macrocephalus",164.25,0.75
"Physeter macrocephalus",164.75,0.75
"Physeter macrocephalus",161.25,1.75
"Physeter macrocephalus",161.75,1.75
"Physeter macrocephalus",162.25,1.75
"Physeter macrocephalus",162.75,1.75
"Physeter macrocephalus",163.25,1.25
"Physeter macrocephalus",163.75,1.25
"Physeter macrocephalus",163.25,1.75
"Physeter macrocephalus",163.75,1.75
"Physeter macrocephalus",164.25,1.25
"Physeter macrocephalus",164.75,1.25
"Physeter macrocephalus",161.75,2.25
"Physeter macrocephalus",162.25,2.75
"Physeter macrocephalus",163.25,2.25
"Physeter macrocephalus",163.25,2.75
"Physeter macrocephalus",163.75,2.75
"Physeter macrocephalus",164.25,2.25
"Physeter macrocephalus",164.75,2.25
"Physeter macrocephalus",164.25,2.75
"Physeter macrocephalus",160.25,3.75
"Physeter macrocephalus",160.75,3.75
"Physeter macrocephalus",163.25,3.25
"Physeter macrocephalus",163.75,3.25
"Physeter macrocephalus",163.25,3.75
"Physeter macrocephalus",164.75,3.25
"Physeter macrocephalus",160.25,4.75
"Physeter macrocephalus",161.75,4.25
"Physeter macrocephalus",161.75,4.75
"Physeter macrocephalus",162.75,4.75
"Physeter macrocephalus",163.75,4.25
"Physeter macrocephalus",164.25,4.25
"Physeter macrocephalus",164.75,4.25
"Physeter macrocephalus",165.25,0.25
"Physeter macrocephalus",165.25,0.75
"Physeter macrocephalus",165.75,0.75
"Physeter macrocephalus",166.25,0.25
"Physeter macrocephalus",166.75,0.25
"Physeter macrocephalus",166.25,0.75
"Physeter macrocephalus",166.75,0.75
"Physeter macrocephalus",167.25,0.25
"Physeter macrocephalus",167.75,0.25
"Physeter macrocephalus",167.75,0.75
"Physeter macrocephalus",168.25,0.75
"Physeter macrocephalus",168.75,0.75
"Physeter macrocephalus",169.25,0.25
"Physeter macrocephalus",169.25,0.75
"Physeter macrocephalus",169.75,0.75
"Physeter macrocephalus",165.25,1.25
"Physeter macrocephalus",165.75,1.25
"Physeter macrocephalus",165.25,1.75
"Physeter macrocephalus",165.75,1.75
"Physeter macrocephalus",166.75,1.25
"Physeter macrocephalus",166.25,1.75
"Physeter macrocephalus",166.75,1.75
"Physeter macrocephalus",167.25,1.75
"Physeter macrocephalus",167.75,1.75
"Physeter macrocephalus",168.25,1.25
"Physeter macrocephalus",168.75,1.25
"Physeter macrocephalus",168.75,1.75
"Physeter macrocephalus",169.25,1.25
"Physeter macrocephalus",169.75,1.25
"Physeter macrocephalus",169.25,1.75
"Physeter macrocephalus",169.75,1.75
"Physeter macrocephalus",165.75,2.25
"Physeter macrocephalus",165.25,2.75
"Physeter macrocephalus",166.25,2.25
"Physeter macrocephalus",166.75,2.25
"Physeter macrocephalus",166.75,2.75
"Physeter macrocephalus",167.25,2.25
"Physeter macrocephalus",167.75,2.25
"Physeter macrocephalus",167.25,2.75
"Physeter macrocephalus",168.25,2.25
"Physeter macrocephalus",168.75,2.25
"Physeter macrocephalus",169.25,2.25
"Physeter macrocephalus",169.25,2.75
"Physeter macrocephalus",169.25,3.25
"Physeter macrocephalus",169.75,3.75
"Physeter macrocephalus",165.25,4.25
"Physeter macrocephalus",165.25,4.75
"Physeter macrocephalus",165.75,4.75
"Physeter macrocephalus",166.25,4.25
"Physeter macrocephalus",166.75,4.75
"Physeter macrocephalus",160.75,5.25
"Physeter macrocephalus",160.25,5.75
"Physeter macrocephalus",161.25,5.25
"Physeter macrocephalus",162.75,5.25
"Physeter macrocephalus",162.25,5.75
"Physeter macrocephalus",162.75,5.75
"Physeter macrocephalus",164.25,5.25
"Physeter macrocephalus",160.75,6.25
"Physeter macrocephalus",160.25,6.75
"Physeter macrocephalus",162.25,6.25
"Physeter macrocephalus",162.75,6.25
"Physeter macrocephalus",163.25,6.25
"Physeter macrocephalus",166.25,5.75
"Physeter macrocephalus",168.75,7.25
"Physeter macrocephalus",170.75,0.75
"Physeter macrocephalus",171.75,0.25
"Physeter macrocephalus",171.25,0.75
"Physeter macrocephalus",171.75,0.75
"Physeter macrocephalus",172.25,0.25
"Physeter macrocephalus",172.75,0.75
"Physeter macrocephalus",173.25,0.25
"Physeter macrocephalus",173.75,0.25
"Physeter macrocephalus",173.25,0.75
"Physeter macrocephalus",173.75,0.75
"Physeter macrocephalus",174.25,0.25
"Physeter macrocephalus",174.75,0.25
"Physeter macrocephalus",174.25,0.75
"Physeter macrocephalus",174.75,0.75
"Physeter macrocephalus",170.25,1.25
"Physeter macrocephalus",170.75,1.25
"Physeter macrocephalus",170.75,1.75
"Physeter macrocephalus",171.25,1.25
"Physeter macrocephalus",171.75,1.25
"Physeter macrocephalus",171.25,1.75
"Physeter macrocephalus",171.75,1.75
"Physeter macrocephalus",172.75,1.25
"Physeter macrocephalus",172.25,1.75
"Physeter macrocephalus",172.75,1.75
"Physeter macrocephalus",173.25,1.25
"Physeter macrocephalus",173.75,1.25
"Physeter macrocephalus",173.25,1.75
"Physeter macrocephalus",173.75,1.75
"Physeter macrocephalus",174.25,1.25
"Physeter macrocephalus",174.75,1.25
"Physeter macrocephalus",174.25,1.75
"Physeter macrocephalus",174.75,1.75
"Physeter macrocephalus",170.25,2.25
"Physeter macrocephalus",170.75,2.25
"Physeter macrocephalus",170.75,2.75
"Physeter macrocephalus",171.25,2.25
"Physeter macrocephalus",171.75,2.75
"Physeter macrocephalus",172.25,2.25
